Country,Zone name,Zone id,year,month,Carbon intensity gCO₂eq/kWh (direct)_mean,Carbon intensity gCO₂eq/kWh (direct)_sum,Carbon intensity gCO₂eq/kWh (Life cycle)_mean,Carbon intensity gCO₂eq/kWh (Life cycle)_sum,Carbon-free energy percentage (CFE%)_mean,Carbon-free energy percentage (CFE%)_sum,Renewable energy percentage (RE%)_mean,Renewable energy percentage (RE%)_sum,Data estimated_mean,Data estimated_sum,estimated_hour_flag_mean,estimated_hour_flag_sum,hourly_row_count_mean,hourly_row_count_sum,estimated_hour_share_mean,estimated_hour_share_sum,hour_mean,hour_sum,day_of_week_mean,day_of_week_sum,is_weekend_mean,is_weekend_sum,month_mean,month_sum,day_mean,day_sum,life_cycle_gap_mean,life_cycle_gap_sum,non_renewable_clean_gap_mean,non_renewable_clean_gap_sum,renewable_share_within_cfe_mean,renewable_share_within_cfe_sum,iqr_outlier_count_mean,iqr_outlier_count_sum,zscore_outlier_count_mean,zscore_outlier_count_sum,isolation_forest_flag_mean,isolation_forest_flag_sum,outlier_consensus_count_mean,outlier_consensus_count_sum,outlier_consensus_flag_mean,outlier_consensus_flag_sum,year_mean,year_sum,row_count_count
Kosovo,Kosovo,XK,2023,4,604.8177083333334,18144.53125,656.6562916666667,19699.68875,19.958916666666667,598.7675,18.646708333333333,559.40125,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.1666666666666665,95,0.3333333333333333,10,4.0,120,15.5,465,51.83858333333334,1555.1575000000003,1.3122083333333336,39.36625000000001,0.9312345130438966,27.937035391316897,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2023.0,60690,30
Kosovo,Kosovo,XK,2023,5,518.3560215053764,16069.036666666667,563.2857930107527,17461.859583333335,31.743830645161292,984.05875,31.336048387096774,971.4175,0.016129032258064516,0.5,0.3870967741935484,12,24.0,744,0.016129032258064516,0.5,0.0,0,2.806451612903226,87,0.25806451612903225,8,5.0,155,16.0,496,44.92977150537635,1392.822916666667,0.4077822580645158,12.641249999999989,0.982531552376677,30.458478123676986,1.4516129032258065,45,0.8387096774193549,26,0.22580645161290322,7,0.7096774193548387,22,0.22580645161290322,7,2023.0,62713,31
Kosovo,Kosovo,XK,2023,6,606.2113333333333,18186.34,658.4228333333334,19752.685,19.361916666666666,580.8575,18.277791666666666,548.33375,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.033333333333333,91,0.26666666666666666,8,6.0,180,15.5,465,52.21150000000001,1566.3450000000003,1.0841250000000002,32.52375000000001,0.9397716894982039,28.193150684946115,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2023.0,60690,30
Kosovo,Kosovo,XK,2023,7,643.1167876344085,19936.620416666665,697.2138978494623,21613.630833333333,15.03141129032258,465.97375,13.396545698924731,415.29291666666666,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.064516129032258,95,0.3225806451612903,10,7.0,217,16.0,496,54.097110215053746,1677.010416666666,1.6348655913978491,50.680833333333325,0.8917815667306018,27.64522856864866,0.03225806451612903,1,0.03225806451612903,1,0.03225806451612903,1,0.0967741935483871,3,0.03225806451612903,1,2023.0,62713,31
Kosovo,Kosovo,XK,2023,8,634.1044220430108,19657.237083333333,688.4019758064517,21340.46125,15.720376344086022,487.33166666666665,14.41744623655914,446.94083333333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.903225806451613,90,0.25806451612903225,8,8.0,248,16.0,496,54.29755376344088,1683.2241666666673,1.3029301075268818,40.39083333333333,0.9143403689526166,28.344551437531116,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2023.0,62713,31
Kosovo,Kosovo,XK,2023,9,637.9254861111111,19137.764583333334,693.6256944444444,20808.770833333332,14.67873611111111,440.3620833333333,12.800611111111111,384.0183333333333,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.1,93,0.3,9,9.0,270,15.5,465,55.70020833333331,1671.0062499999992,1.878125,56.34375,0.8647042118138263,25.941126354414788,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2023.0,60690,30
Kosovo,Kosovo,XK,2023,10,646.1686290322581,20031.2275,702.4233198924732,21775.122916666667,13.523682795698925,419.2341666666667,12.05399193548387,373.67375,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.935483870967742,91,0.2903225806451613,9,10.0,310,16.0,496,56.25469086021506,1743.8954166666667,1.469690860215054,45.560416666666676,0.8854597906927436,27.449253511475053,0.06451612903225806,2,0.0,0,0.03225806451612903,1,0.06451612903225806,2,0.0,0,2023.0,62713,31
Kosovo,Kosovo,XK,2023,11,616.3275833333333,18489.8275,668.6520555555556,20059.56166666667,18.25926388888889,547.7779166666667,17.88445833333333,536.5337499999999,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,2.966666666666667,89,0.26666666666666666,8,11.0,330,15.5,465,52.32447222222224,1569.7341666666673,0.3748055555555562,11.244166666666686,0.9734366746108899,29.203100238326698,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2023.0,60690,30
Kosovo,Kosovo,XK,2023,12,564.9531586021506,17513.547916666666,614.2895833333333,19042.97708333333,24.96337365591398,773.8645833333334,24.02907258064516,744.90125,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.193548387096774,99,0.3225806451612903,10,12.0,372,16.0,496,49.33642473118279,1529.4291666666663,0.9343010752688173,28.96333333333334,0.9597578113477985,29.75249215178175,0.0,0,0.0,0,0.06451612903225806,2,0.06451612903225806,2,0.0,0,2023.0,62713,31
Kosovo,Kosovo,XK,2024,1,572.6875,17753.3125,622.9767204301074,19312.278333333332,23.60141129032258,731.64375,23.058158602150538,714.8029166666666,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.806451612903226,87,0.25806451612903225,8,1.0,31,16.0,496,50.28922043010751,1558.965833333333,0.5432526881720428,16.840833333333325,0.9750282667583934,30.225876269510195,0.0,0,0.0,0,0.03225806451612903,1,0.03225806451612903,1,0.0,0,2024.0,62744,31
Kosovo,Kosovo,XK,2024,2,633.2558189655173,18364.41875,687.053132183908,19924.540833333333,15.833362068965517,459.1675,15.175301724137931,440.08375,0.0,0.0,0.0,0,24.0,696,0.0,0.0,0.0,0,3.0,87,0.27586206896551724,8,2.0,58,15.0,435,53.79731321839081,1560.1220833333336,0.6580603448275862,19.083750000000002,0.9554847786915697,27.70905858205552,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,58696,29
Kosovo,Kosovo,XK,2024,3,622.6459274193548,19302.02375,675.4608736559139,20939.287083333333,17.507163978494624,542.7220833333333,16.668911290322583,516.73625,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.193548387096774,99,0.3225806451612903,10,3.0,93,16.0,496,52.81494623655913,1637.263333333333,0.8382526881720429,25.98583333333333,0.9499021080101913,29.446965348315928,0.0,0,0.0,0,0.03225806451612903,1,0.03225806451612903,1,0.0,0,2024.0,62744,31
Kosovo,Kosovo,XK,2024,4,653.2408055555555,19597.224166666667,708.3015555555556,21249.04666666667,13.393902777777779,401.81708333333336,11.746666666666668,352.40000000000003,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,2.8333333333333335,85,0.26666666666666666,8,4.0,120,15.5,465,55.06075000000001,1651.8225000000004,1.6472361111111111,49.41708333333333,0.8729393814916979,26.18818144475094,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,60720,30
Kosovo,Kosovo,XK,2024,5,647.847123655914,20083.260833333334,701.7363575268818,21753.827083333334,14.421706989247312,447.0729166666667,14.020255376344087,434.6279166666667,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.0,93,0.25806451612903225,8,5.0,155,16.0,496,53.88923387096772,1670.5662499999994,0.4014516129032257,12.444999999999997,0.9695314913466326,30.05547623174561,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,62744,31
Kosovo,Kosovo,XK,2024,6,655.6579444444445,19669.738333333335,711.2595,21337.785,12.750791666666666,382.52375,12.21909722222222,366.57291666666663,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.1666666666666665,95,0.3333333333333333,10,6.0,180,15.5,465,55.60155555555554,1668.0466666666662,0.5316944444444448,15.950833333333343,0.9561803988344038,28.685411965032113,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,60720,30
Kosovo,Kosovo,XK,2024,7,615.0149193548388,19065.4625,669.8207661290322,20764.44375,17.18184139784946,532.6370833333333,16.118588709677418,499.67625,0.008064516129032258,0.25,0.1935483870967742,6,24.0,744,0.008064516129032258,0.25,0.0,0,2.806451612903226,87,0.25806451612903225,8,7.0,217,16.0,496,54.80584677419354,1698.9812499999998,1.0632526881720428,32.960833333333326,0.9353803084435652,28.99678956175052,0.0967741935483871,3,0.0,0,0.03225806451612903,1,0.06451612903225806,2,0.03225806451612903,1,2024.0,62744,31
Kosovo,Kosovo,XK,2024,8,633.1928897849463,19628.979583333334,689.4947983870967,21374.33875,14.723602150537635,456.4316666666667,13.173817204301075,408.3883333333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.096774193548387,96,0.2903225806451613,9,8.0,248,16.0,496,56.301908602150526,1745.3591666666664,1.549784946236559,48.04333333333333,0.894829576445576,27.739716869812856,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,62744,31
Kosovo,Kosovo,XK,2024,9,641.9264861111111,19257.794583333332,696.3501388888889,20890.504166666666,14.972513888888889,449.17541666666665,13.749069444444444,412.47208333333333,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.0,90,0.3,9,9.0,270,15.5,465,54.423652777777775,1632.7095833333333,1.2234444444444448,36.70333333333334,0.918276204962636,27.54828614887908,0.03333333333333333,1,0.0,0,0.03333333333333333,1,0.06666666666666667,2,0.03333333333333333,1,2024.0,60720,30
Kosovo,Kosovo,XK,2024,10,620.8537768817204,19246.467083333333,674.4412365591398,20907.678333333333,17.350201612903227,537.85625,16.412715053763442,508.7941666666667,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.903225806451613,90,0.25806451612903225,8,10.0,310,16.0,496,53.58745967741935,1661.21125,0.9374865591397845,29.06208333333332,0.9477575323733676,29.380483503574396,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,62744,31
Kosovo,Kosovo,XK,2024,11,585.1025416666668,17553.076250000002,639.5362638888889,19186.087916666667,20.38243055555556,611.4729166666667,20.09477777777778,602.8433333333334,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.1,93,0.3,9,11.0,330,15.5,465,54.43372222222221,1633.0116666666663,0.2876527777777784,8.629583333333352,0.984630624601375,29.53891873804125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,60720,30
Kosovo,Kosovo,XK,2024,12,519.8278225806451,16114.6625,569.3942741935484,17651.2225,29.345739247311826,909.7179166666666,28.34135752688172,878.5820833333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.935483870967742,91,0.2903225806451613,9,12.0,372,16.0,496,49.56645161290323,1536.5600000000002,1.0043817204301073,31.135833333333327,0.9647353970504334,29.906797308563437,0.16129032258064516,5,0.0,0,0.12903225806451613,4,0.16129032258064516,5,0.03225806451612903,1,2024.0,62744,31
Kosovo,Kosovo,XK,2025,1,565.3816935483871,17526.8325,617.1536693548388,19131.763750000002,23.6615188172043,733.5070833333333,22.760940860215054,705.5891666666666,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.0,93,0.25806451612903225,8,1.0,31,16.0,496,51.771975806451614,1604.93125,0.9005779569892473,27.917916666666663,0.9572296163192188,29.674118105895783,0.03225806451612903,1,0.0,0,0.0,0,0.03225806451612903,1,0.0,0,2025.0,62775,31
Kosovo,Kosovo,XK,2025,2,562.0380208333333,15737.064583333333,614.5718898809524,17208.012916666667,23.425029761904764,655.9008333333334,22.847752976190474,639.7370833333333,0.0,0.0,0.0,0,24.0,672,0.0,0.0,0.0,0,3.0,84,0.2857142857142857,8,2.0,56,14.5,406,52.53386904761904,1470.9483333333333,0.5772767857142858,16.16375,0.974905821575434,27.297363004112153,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2025.0,56700,28
Kosovo,Kosovo,XK,2025,3,569.1182661290323,17642.666250000002,619.0798252688172,19191.474583333333,24.26697580645161,752.27625,23.392150537634407,725.1566666666666,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.064516129032258,95,0.3225806451612903,10,3.0,93,16.0,496,49.961559139784924,1548.8083333333327,0.8748252688172049,27.119583333333352,0.9597794216702087,29.75316207177647,0.12903225806451613,4,0.0,0,0.0967741935483871,3,0.16129032258064516,5,0.03225806451612903,1,2025.0,62775,31
Kosovo,Kosovo,XK,2025,4,492.8732777777778,14786.198333333334,538.4663472222222,16153.990416666667,34.41215277777778,1032.3645833333333,32.28638888888889,968.5916666666667,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,2.9,87,0.26666666666666666,8,4.0,120,15.5,465,45.593069444444446,1367.7920833333333,2.125763888888889,63.77291666666666,0.9313854667828528,27.941564003485585,1.0,30,0.7,21,0.43333333333333335,13,0.9666666666666667,29,0.3,9,2025.0,60750,30
Kosovo,Kosovo,XK,2025,5,524.6399193548388,16263.8375,573.1800537634408,17768.581666666665,29.85861559139785,925.6170833333333,27.898978494623655,864.8683333333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.096774193548387,96,0.2903225806451613,9,5.0,155,16.0,496,48.54013440860214,1504.7441666666664,1.9596370967741938,60.74875000000001,0.9309209098186771,28.85854820437899,0.45161290322580644,14,0.0,0,0.1935483870967742,6,0.3870967741935484,12,0.0967741935483871,3,2025.0,62775,31
Kosovo,Kosovo,XK,2025,6,582.7984722222222,17483.954166666666,636.4324722222223,19092.974166666667,21.57388888888889,647.2166666666667,18.699819444444447,560.9945833333334,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.0,90,0.3,9,6.0,180,15.5,465,53.63399999999999,1609.0199999999998,2.874069444444445,86.22208333333334,0.8686818543782376,26.06045563134713,0.16666666666666666,5,0.1,3,0.13333333333333333,4,0.4,12,0.13333333333333333,4,2025.0,60750,30
Kosovo,Kosovo,XK,2025,7,607.1849731182796,18822.734166666665,663.3617876344085,20564.215416666666,17.664112903225806,547.5875,15.570309139784946,482.6795833333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.903225806451613,90,0.25806451612903225,8,7.0,217,16.0,496,56.17681451612903,1741.4812499999998,2.0938037634408606,64.90791666666668,0.8786496486751092,27.238139108928387,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2025.0,62775,31
Kosovo,Kosovo,XK,2025,8,742.1807123655914,23007.60208333333,801.6907661290322,24852.41375,2.0236155913978497,62.732083333333335,1.8614784946236558,57.70583333333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.193548387096774,99,0.3225806451612903,10,8.0,248,16.0,496,59.51005376344087,1844.811666666667,0.16213709677419358,5.026250000000001,0.45030679282923525,13.959510577706293,0.5161290322580645,16,0.5161290322580645,16,0.7096774193548387,22,1.7419354838709677,54,0.5161290322580645,16,2025.0,62775,31
Kosovo,Kosovo,XK,2025,9,732.7265694444445,21981.797083333335,791.5780138888889,23747.340416666666,3.371375,101.14125,3.120138888888889,93.60416666666667,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,2.8333333333333335,85,0.26666666666666666,8,9.0,270,15.5,465,58.85144444444445,1765.5433333333335,0.25123611111111094,7.537083333333329,0.5305549742380464,15.916649227141392,0.43333333333333335,13,0.43333333333333335,13,0.6,18,1.4666666666666666,44,0.43333333333333335,13,2025.0,60750,30
Kosovo,Kosovo,XK,2025,10,609.7623924731183,18902.634166666667,665.3158467741935,20624.79125,17.402970430107526,539.4920833333333,16.53842741935484,512.69125,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.0,93,0.25806451612903225,8,10.0,310,16.0,496,55.55345430107528,1722.1570833333335,0.8645430107526882,26.800833333333337,0.9131853136706647,28.308744723790607,0.06451612903225806,2,0.03225806451612903,1,0.1935483870967742,6,0.2903225806451613,9,0.03225806451612903,1,2025.0,62775,31
Kosovo,Kosovo,XK,2025,11,528.0471666666667,15841.415,577.1225,17313.675,28.604777777777777,858.1433333333333,28.278916666666664,848.3675,0.0027777777777777775,0.08333333333333333,0.06666666666666667,2,24.0,720,0.0027777777777777775,0.08333333333333333,0.0,0,3.1666666666666665,95,0.3333333333333333,10,11.0,330,15.5,465,49.07533333333332,1472.2599999999995,0.32586111111111055,9.775833333333317,0.9814241823760391,29.442725471281175,0.7,21,0.06666666666666667,2,0.36666666666666664,11,0.6,18,0.16666666666666666,5,2025.0,60750,30
Kosovo,Kosovo,XK,2025,12,525.0030913978494,16275.095833333333,575.1098924731183,17828.406666666666,28.39729838709677,880.31625,27.76706989247312,860.7791666666667,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.806451612903226,87,0.25806451612903225,8,12.0,372,16.0,496,50.10680107526881,1553.3108333333332,0.6302284946236556,19.537083333333324,0.9746016590819847,30.212651431541527,0.0,0,0.0,0,0.06451612903225806,2,0.06451612903225806,2,0.0,0,2025.0,62775,31
